219,73842,2.015265844
220,73848,1.506227717
221,73852,2.067452407
222,73853,2.007761506
223,73855,2.239835774
224,73857,1.59526564
225,73858,1.414809422
226,73859,1.992736788
227,73860,2.097056213
228,73932,1.44432308
229,73933,1.114745123
230,73939,1.288655282
231,73942,1.260118042
232,73944,1.958399042
233,73945,1.767412607
234,73949,1.200792183
235,73950,1.866431736
236,73951,1.784858539
237,74002,2.577943758
238,74003,2.205955472
239,74006,1.991419688
240,74008,2.177399398
241,74010,2.224695572
242,74011,2.181372494
243,74012,2.364604529
244,74013,2.257609045
245,74014,2.100789418
246,74015,1.998902251
247,74016,2.025650569
248,74017,2.059623279
249,74019,2.0071305
250,74020,2.203411049
251,74021,2.262091214
252,74022,2.257414318
253,74023,1.916993701
254,74026,2.048339249
255,74027,1.92989969
256,74028,2.307687309
257,74029,2.025296458
258,74030,2.383493514
259,74032,2.224109852
260,74033,1.663673303
261,74035,2.670585714
262,74036,1.750652204
263,74037,1.998495549
264,74039,1.952186526
265,74041,1.868541797
266,74042,2.131542822
267,74043,2.049858645
268,74044,2.546551734
269,74045,2.427876803
270,74046,1.920784856
271,74047,2.014515191
272,74048,1.877809781
273,74050,2.515038741
274,74051,2.34196956
275,74052,2.270971688
276,74053,2.320181146
277,74054,2.529978583
278,74055,2.103043364
279,74056,2.117758399
280,74058,2.317513696
281,74059,2.515453782
282,74060,2.400990927
283,74061,2.05257552
284,74062,2.151932443
285,74063,2.246542197
286,74066,2.243758203
287,74070,2.376216724
288,74072,1.815667927
289,74073,2.118897394
290,74074,2.067401488
291,74075,2.396465016
292,74079,2.389999696
293,74080,2.115863619
294,74081,2.187338893
295,74082,2.677027201
296,74083,2.149035614
297,74085,2.084157506
298,74101,2.247453524
299,74103,2.32315791
300,74104,1.936942662
301,74105,2.379370031
302,74106,2.237517219
303,74107,2.309449632
304,74108,2.343094837
305,74110,2.052633178
306,74112,1.954493932
307,74114,2.190102535
308,74115,2.201566253
309,74116,2.140852098
310,74119,2.166683248
311,74120,2.063400054
312,74126,2.254832797
313,74127,2.199736298
314,74128,2.07963877
315,74129,2.160035802
316,74130,1.97204634
317,74131,2.573182787
318,74132,2.201234403
319,74133,2.169766796
320,74134,2.094385019
321,74135,2.227827183
322,74136,2.000710278
323,74137,2.203630231
324,74145,2.120949486
325,74146,2.081923636
326,74301,1.698429969
327,74330,1.789358772
328,74331,1.609237434
329,74332,1.694668689
330,74337,1.680892707
331,74338,1.496838959
332,74339,1.419056956
333,74340,1.733486073
334,74342,1.641303982
335,74343,1.397470794
336,74344,1.584181527
337,74346,1.727217404
338,74347,1.438737539
339,74349,1.56947278
340,74350,1.470632133
341,74352,1.659503664
342,74354,1.674951819
343,74358,1.82432028
344,74361,1.85328528
345,74363,1.25649942
346,74364,1.388916437
347,74365,1.981768459
348,74366,1.66175507
349,74367,1.763573105
350,74369,1.882956107
351,74370,1.416127682
352,74401,2.021223635
353,74403,1.737695087
354,74421,1.95647193
355,74422,1.878204168
356,74425,1.867427068
357,74426,1.801195354
358,74427,1.451134488
359,74428,1.7671056
360,74429,2.323080886
361,74430,2.297136291
362,74431,1.77065704
363,74432,1.743272872
364,74434,1.644250479
365,74435,1.827329254
366,74436,1.977464738
367,74437,1.830529369
368,74441,1.713891207
369,74442,1.570821975
370,74445,2.289749533
371,74446,1.923094711
372,74447,2.108001554
373,74450,1.664501197
374,74451,1.596676063
375,74452,1.533935538
376,74454,1.80278446
377,74455,1.561531428
378,74459,1.937537354
379,74462,1.551196622
380,74463,2.753187773
381,74464,1.556084335
382,74467,1.837254206
383,74469,1.852770312
384,74470,1.488921994
385,74471,1.25077728
386,74472,1.569995877
387,74501,1.513662276
388,74502,1.683912664
389,74523,1.734878837
390,74525,1.771858677
391,74531,1.570777857
392,74534,1.711140391
393,74536,1.521661595
394,74538,1.869095082
395,74545,1.780194135
396,74546,1.557053922
397,74547,1.895294862
398,74552,1.879989778
399,74553,1.903418466
400,74554,1.498605287
401,74555,1.535054003
402,74558,1.800653026
403,74560,1.694430384
404,74561,2.184523057
405,74562,1.451314186
406,74563,1.604749025
407,74570,1.828269475
408,74571,1.495185759
409,74572,2.141917623
410,74574,1.607701427
411,74578,1.538149678
412,74601,2.527739063
413,74604,2.625765801
414,74631,2.426897977
415,74637,3.297762317
416,74641,2.851887891
417,74643,2.271868937
418,74647,2.054148938
419,74650,2.216135589
420,74651,2.242934297
421,74653,2.312567825
422,74701,1.734941777
423,74720,1.937105115
424,74723,1.366342992
425,74724,1.534763925
426,74726,1.539272687
427,74728,1.57136191
428,74729,1.76768544
429,74730,2.127854161
430,74731,1.472108429
431,74733,1.933669895
432,74735,1.653351911
433,74736,1.860223028
434,74740,1.893443249
435,74741,1.526383557
436,74743,1.67966137
437,74745,1.658298229
438,74756,1.454211487
439,74759,1.63145964
440,74760,1.358247692
441,74764,1.602187596
442,74801,2.194765105
443,74804,2.201441438
444,74820,2.105275421
445,74824,1.67661685
446,74825,1.904179894
447,74826,1.721340783
448,74829,1.920675181
449,74831,1.791603643
450,74832,2.06624226
451,74833,1.768431343
452,74834,2.480221906
453,74840,2.269333161
454,74848,1.951724849
455,74849,2.399332054
456,74850,1.669557557
457,74851,2.235321857
458,74852,2.050773801
459,74854,1.936643412
460,74855,2.360160587
461,74856,1.986078367
462,74857,2.145978478
463,74859,2.097719697
464,74864,2.479728187
465,74865,1.833754687
466,74867,2.155467738
467,74868,2.098492145
468,74869,2.010713793
469,74871,1.541887388
470,74872,2.088768689
471,74873,2.267836608
472,74875,2.500547683
473,74880,1.946010865
474,74881,1.820770872
475,74883,1.787916788
476,74884,1.867777925
477,74901,1.394125345
478,74902,1.586727175
479,74930,1.441051411
480,74931,1.861753362
481,74932,1.591709051
482,74936,1.483733853
483,74937,1.598249342
484,74939,1.234281791
485,74940,1.43190547
486,74941,1.665268798
487,74943,1.386051837
488,74944,1.680539292
489,74945,1.502116385
490,74948,1.47129088
491,74949,1.068457555
492,74951,1.544712511
493,74953,1.630595125
494,74954,1.538249417
495,74955,1.538476553
496,74956,1.668742054
497,74957,1.562671362
498,74959,1.300398941
499,74960,1.25876925
500,74962,1.54220609
501,74963,1.770221204
502,74964,1.425289842
503,74965,1.588802187
