0,73001,2.014874748
1,73002,2.024541714
2,73003,2.123405739
3,73004,1.917643461
4,73005,2.181011166
5,73006,1.902857435
6,73007,2.316653041
7,73008,2.187694052
8,73009,2.378800998
9,73010,1.900037468
10,73012,2.331031164
11,73013,2.315220403
12,73014,2.073787898
13,73015,1.80800881
14,73016,2.275345078
15,73018,1.969314874
16,73020,2.322620627
17,73021,1.673966711
18,73025,2.336301647
19,73026,2.146960803
20,73027,2.659589497
21,73028,2.430807956
22,73029,1.470253473
23,73030,1.828940532
24,73034,2.28336988
25,73036,2.085495801
26,73038,2.192362541
27,73039,1.696705972
28,73040,2.029275616
29,73042,2.081757809
30,73044,2.432332609
31,73045,2.388696562
32,73047,2.026829083
33,73048,1.743511179
34,73049,2.305827734
35,73051,2.146857339
36,73052,1.931046117
37,73054,2.303678141
38,73055,1.941742141
39,73057,2.110028593
40,73058,2.097301555
41,73059,2.152437155
42,73061,2.580819468
43,73063,1.996751177
44,73064,2.325597447
45,73065,2.123333405
46,73066,2.346057307
47,73067,1.967024026
48,73068,2.276852646
49,73069,2.143941915
50,73070,2.029068199
51,73071,2.116901566
52,73072,2.028219
53,73073,2.323103571
54,73074,2.248493059
55,73075,2.099019426
56,73077,2.030799379
57,73078,2.259910092
58,73079,2.188025782
59,73080,2.164612888
60,73082,1.602433633
61,73084,2.176233639
62,73086,2.021900956
63,73089,2.168376953
64,73090,2.313185773
65,73092,2.111259725
66,73093,2.182933167
67,73095,2.059524286
68,73096,2.080147644
69,73097,1.82083649
70,73098,2.139950545
71,73099,2.150680968
72,73102,2.011316141
73,73103,2.419706528
74,73104,2.228887382
75,73105,2.402577581
76,73106,2.286550332
77,73107,2.089135557
78,73108,2.198195079
79,73109,2.271078046
80,73110,1.752121291
81,73111,2.352894188
82,73112,2.521837618
83,73113,2.294551265
84,73114,2.473464597
85,73115,1.779296019
86,73116,2.34818129
87,73117,1.975064747
88,73118,2.459720131
89,73119,2.355379787
90,73120,2.418179093
91,73121,1.939073339
92,73122,2.219495261
93,73127,2.240156892
94,73128,2.359603382
95,73129,2.177725936
96,73130,2.097403619
97,73131,1.965117541
98,73132,2.107620781
99,73134,2.528670558
100,73135,1.988465715
101,73139,2.603921959
102,73141,2.295400911
103,73142,2.414693257
104,73149,2.40450482
105,73150,2.252694261
106,73151,2.118301066
107,73159,2.27990223
108,73160,2.398085083
109,73162,2.189645711
110,73165,2.368575255
111,73169,1.814240581
112,73170,2.330729537
113,73173,2.088392866
114,73179,2.174141974
115,73401,1.804649454
116,73430,2.062070616
117,73432,1.461025031
118,73433,1.998529365
119,73434,1.748353066
120,73435,2.121864751
121,73437,2.021999754
122,73438,1.809099601
123,73439,1.954187724
124,73443,1.961016417
125,73446,1.916121945
126,73448,1.777356933
127,73449,1.849712269
128,73450,2.406284984
129,73458,1.83450836
130,73460,1.877847361
131,73461,2.023062828
132,73463,2.157228151
133,73481,2.048770212
134,73491,2.177225896
135,73501,1.743467371
136,73505,1.695442022
137,73507,1.783830429
138,73521,1.955287126
139,73526,1.428664117
140,73527,1.832976771
141,73529,2.035545196
142,73531,1.746957308
143,73533,1.884011518
144,73538,1.920049275
145,73540,1.887548985
146,73541,1.892359042
147,73542,1.786390861
148,73543,1.739567042
149,73546,1.69105888
150,73547,1.477365378
151,73548,1.464388284
152,73550,1.33842823
153,73552,2.01627668
154,73554,1.472362795
155,73557,2.068819065
156,73559,1.287539538
157,73565,1.893209801
158,73567,1.435055284
159,73568,1.74733019
160,73569,2.232737562
161,73570,1.826238076
162,73572,1.691183371
163,73573,2.239574389
164,73601,1.783695451
165,73620,1.833032395
166,73624,1.9144799
167,73626,1.825426487
168,73627,1.545850241
169,73628,1.747130163
170,73632,2.604582228
171,73641,1.846200727
172,73642,1.649909159
173,73644,1.924022575
174,73645,1.666092239
175,73646,2.228091543
176,73647,1.915302645
177,73648,1.700734418
178,73651,2.000765775
179,73654,1.52341671
180,73655,2.131700474
181,73659,1.373326707
182,73660,1.492833478
183,73662,1.902539374
184,73663,1.928427728
185,73669,1.802211037
186,73673,1.675947439
187,73701,2.578362493
188,73703,2.684435623
189,73716,2.406091573
190,73717,1.981887585
191,73718,2.730763851
192,73724,2.13815337
193,73726,2.230540139
194,73728,1.861301376
195,73730,1.756592219
196,73735,2.726169657
197,73736,2.22442967
198,73737,1.915043306
199,73738,2.138778802
200,73742,2.210561666
201,73749,2.255162752
202,73750,2.344618872
203,73753,2.166642363
204,73754,1.961335978
205,73755,1.801459202
206,73760,2.891626172
207,73762,2.210099248
208,73763,1.982109483
209,73766,2.713125985
210,73768,2.518827975
211,73771,2.313953347
212,73772,1.934627654
213,73773,2.237102234
214,73801,2.309675527
215,73832,2.184249901
216,73835,1.550567232
217,73838,2.208135252
218,73841,1.202441211
